fight_id,event_id,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,weight_class_rank,gender,result,result_details,finish_round,finish_time,fight_url
2667,272,"Mark Smith",2372,2056,2056,3,F,Welterweight,9,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/b56fd6eb7d0b6083
2668,272,"Jason Herzog",3359,2857,3359,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/8d98ccae1057815e
2669,272,"Mark Smith",2614,2864,2864,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/11d2b546c8533c0f
2670,272,"Jason Herzog",1624,656,656,3,F,Lightweight,8,M,Submission,"D'Arce Choke From Bottom
      Technical Submission",2,0:57,http://ufcstats.com/fight-details/4ead27d52c14697a
2671,272,"Mark Smith",1558,534,1558,3,F,Bantamweight,6,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/ee0075e188e87e86
2672,272,"Yves Lavigne",1083,1852,1083,3,F,Lightweight,8,M,KO/TKO,"Punch to Head At Distance",1,4:06,http://ufcstats.com/fight-details/002c1562708ac307
2673,272,"Herb Dean",623,3709,623,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/1789d630e31e9c77
2674,272,"Jason Herzog",3784,1918,1918,3,F,Lightweight,8,M,KO/TKO,"to    
      Ankle Injury",1,5:00,http://ufcstats.com/fight-details/164eb9071caf3fe8
2675,272,"Yves Lavigne",2428,3050,2428,3,F,Bantamweight,6,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f9a59f7c67fbce01
2676,272,"Herb Dean",1988,999,1988,3,F,Welterweight,9,M,KO/TKO,"Knee to Head At Distance",3,3:06,http://ufcstats.com/fight-details/c3e3d5ef06a45616
2677,272,"Yves Lavigne",706,1498,706,3,F,"Light Heavyweight",11,M,Submission,"Rear Naked Choke
      Technical Submission",3,3:53,http://ufcstats.com/fight-details/2f6b63e8ec62e3ca
2678,272,"Herb Dean",239,890,890,5,T,Bantamweight,6,M,KO/TKO,"Punches to Head At Distance",5,2:26,http://ufcstats.com/fight-details/edcb573f1462846e
2679,273,"Marc Goddard",2835,2170,2170,3,F,Heavyweight,12,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/2baa02e0df86b566
2680,273,"Wolf Menninger",2664,350,350,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/47bdfab3cdcdddfd
2681,273,"Leon Roberts",3454,2783,3454,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/e886e22d31bc96c1
2682,273,"Grant Waterman",2014,51,51,3,F,Bantamweight,6,M,KO/TKO,"Punch to Head In Clinch",1,0:25,http://ufcstats.com/fight-details/2133f8798f089140
2683,273,"Wolf Menninger",598,1768,598,3,F,Middleweight,10,M,Submission,"Guillotine Choke After Drop to Guard",2,4:59,http://ufcstats.com/fight-details/5b6405eeb6757637
2684,273,"Marc Goddard",1492,901,1492,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/042fee3d05e105fa
2685,273,"Leon Roberts",2603,213,213,3,F,Featherweight,7,M,Submission,"Rear Naked Choke",1,4:15,http://ufcstats.com/fight-details/0b1af005a5f25561
2686,273,"Grant Waterman",246,3557,3557,3,F,Middleweight,10,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/3618e0e165190576
2687,273,"Leon Roberts",560,910,910,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0ecbb881c74a63f5
2688,273,"Marc Goddard",2509,2494,2494,5,F,Middleweight,10,M,Submission,"Rear Naked Choke",1,3:57,http://ufcstats.com/fight-details/5d7c91acbcddda2f
2689,274,"Mario Yamasaki",2507,1552,2507,3,F,Bantamweight,6,M,KO/TKO,"Punches to Head On Ground",1,2:47,http://ufcstats.com/fight-details/f132535656f28648
2690,274,"Wernei Cardoso",,2471,,3,F,Heavyweight,12,M,KO/TKO,"Punch to Head At Distance",1,0:20,http://ufcstats.com/fight-details/ab27a211bcb9550b
2691,274,"Osiris Maia",10,3379,10,3,F,Middleweight,10,M,Submission,"Rear Naked Choke",2,1:06,http://ufcstats.com/fight-details/e64310b89b54db3f
2692,274,"Herb Dean",3483,978,3483,3,F,Featherweight,7,M,KO/TKO,"Punches to Head At Distance",2,4:52,http://ufcstats.com/fight-details/c556a9d615f11483
2693,274,"Wernei Cardoso",3658,3745,3745,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c16b1dc7577fc31c
2694,274,"Osiris Maia",3400,614,3400,3,F,Lightweight,8,M,Submission,"Rear Naked Choke",3,4:21,http://ufcstats.com/fight-details/4041e280dc113323
2695,274,"Herb Dean",794,2169,2169,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/16216dcec4a48768
2696,274,"Mario Yamasaki",1690,2814,2814,3,F,Featherweight,7,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/a104c62f69ce47de
2697,274,"Herb Dean",2180,3988,2180,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f9109d1e7c4ff9aa
2698,274,"Mario Yamasaki",67,106,106,3,T,Middleweight,10,M,Submission,"Guillotine Choke After Drop to Guard",3,0:25,http://ufcstats.com/fight-details/bd0497a410822291
2699,274,"Herb Dean",2406,558,558,3,T,Heavyweight,12,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c16454a3205506c6
2700,274,"Mario Yamasaki",2402,2191,2402,5,F,Heavyweight,12,M,KO/TKO,"Punch to Head At Distance",1,0:35,http://ufcstats.com/fight-details/09f9849d363433a7
2701,275,"Raul Porrata",767,2558,767,3,F,"Light Heavyweight",11,M,KO/TKO,"Punches to Head On Ground",2,2:28,http://ufcstats.com/fight-details/0c2a634606639d71
2702,275,"Raul Porrata",3720,2076,3720,3,F,Lightweight,8,M,KO/TKO,"Kick to Body From Back Control
      Verbal Submission",3,2:47,http://ufcstats.com/fight-details/5eb07bffdc8b7acf
2703,275,"Kevin Mulhall",1764,2241,1764,3,F,Flyweight,5,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/d02ac0447fb2a7a0
2704,275,"Mario Yamasaki",3838,306,306,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/6597b770486021b8
2705,275,"Kevin Mulhall",2368,2849,2849,3,F,Bantamweight,6,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/6eee347f75f223f0
2706,275,"Raul Porrata",2822,550,550,3,F,Bantamweight,6,M,Submission,"Rear Naked Choke",2,1:52,http://ufcstats.com/fight-details/410e3163827d6d3b
2707,275,"Mario Yamasaki",982,1426,1426,3,F,Lightweight,8,M,Submission,"Rear Naked Choke",3,2:31,http://ufcstats.com/fight-details/6ff8fff0fe2a3cd9
2708,275,"Kevin Mulhall",916,1536,916,3,F,Lightweight,8,M,KO/TKO,"Punch to Head At Distance",2,3:36,http://ufcstats.com/fight-details/b97d2f97d109cfc8
2709,275,"Mario Yamasaki",905,2460,905,3,F,Flyweight,5,M,"TKO - Doctor's Stoppage","Nose Injury",2,5:00,http://ufcstats.com/fight-details/dbc35626d0f0576b
2710,275,"Kevin Mulhall",3199,2789,3199,3,F,Lightweight,8,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/8d7ea177efadc718
2711,275,"Mario Yamasaki",1499,1843,1499,5,F,Lightweight,8,M,Submission,"Rear Naked Choke",4,1:16,http://ufcstats.com/fight-details/753004dcc9c53eb6
2712,276,"Jerin Valel",3170,3350,3170,3,F,Lightweight,8,M,KO/TKO,"Punches to Head From Back Control",1,4:57,http://ufcstats.com/fight-details/357ba2f1da89031b
2713,276,"Yves Lavigne",853,3621,3621,3,F,Bantamweight,6,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/2d7ead5ad0952423
2714,276,"John McCarthy",1729,235,235,3,F,Lightweight,8,M,KO/TKO,"Punch to Head In Clinch",3,2:01,http://ufcstats.com/fight-details/a84d032d7d217427
2715,276,"Kevin Dornan",1666,972,1666,3,F,Bantamweight,6,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/5fe5c8cb69d8825e
2716,276,"Jerin Valel",2043,2858,2043,3,F,"Women's Bantamweight",3,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/594ce25b9e16c7ba
2717,276,"Yves Lavigne",3250,1933,1933,3,F,Welterweight,9,M,Submission,"Rear Naked Choke",1,2:52,http://ufcstats.com/fight-details/7767149280471f2a
2718,276,"Kevin Dornan",3172,1711,3172,3,F,"Light Heavyweight",11,M,KO/TKO,"to    
      Verbal Submission - Arm Injury",2,2:10,http://ufcstats.com/fight-details/db747a157e1f264b
2719,276,"John McCarthy",165,3276,165,3,F,Heavyweight,12,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/f3ebce624bb154ae
2720,276,"Yves Lavigne",216,596,216,3,F,"Light Heavyweight",11,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/b72c19b80fb47ba4
2721,276,"John McCarthy",2143,3967,2143,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/de65739f00350c58
2722,276,"Jerin Valel",1726,219,1726,5,T,Flyweight,5,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/933660cfab154f1a
2723,277,"Peter Hickmott",3826,2649,3826,3,F,"Light Heavyweight",11,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/25a28456f684503e
2724,277,"Steve Perceval",1581,1021,1581,3,F,Featherweight,7,M,KO/TKO,"Elbows to Head On Ground",1,3:34,http://ufcstats.com/fight-details/ee532a38a0b93127
2725,277,"John Sharp",2167,834,2167,3,F,Welterweight,9,M,KO/TKO,"Punch to Head In Clinch",2,2:32,http://ufcstats.com/fight-details/2bb2a2652fe38809
2726,277,"Peter Hickmott",1638,1387,1387,3,F,Welterweight,9,M,KO/TKO,"Punch to Head In Clinch",1,4:55,http://ufcstats.com/fight-details/eb13a9d04dca676e
2727,277,"John Sharp",3760,3218,3760,3,F,Flyweight,5,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/2977a9b5c30d89c1
2728,277,"Peter Hickmott",2270,1730,2270,3,F,Lightweight,8,M,Submission,"Triangle Choke From Bottom Guard",3,3:16,http://ufcstats.com/fight-details/70e49c90d012de66
2729,277,"Steve Perceval",3923,3014,3923,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/1f65f03f1225e061
2730,277,"John Sharp",1546,2677,2677,3,F,Featherweight,7,M,Submission,"Anaconda Choke On Ground",2,4:32,http://ufcstats.com/fight-details/a4759c52378f9d1a
2731,277,"Steve Perceval",2740,3129,3129,3,F,Heavyweight,12,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/7962611f2adbacc0
2732,277,"John Sharp",3639,2220,2220,5,F,Middleweight,10,M,Submission,"Armbar On Ground",1,4:34,http://ufcstats.com/fight-details/bfcabf1ab823942f
2733,278,"Herb Dean",2674,1435,2674,3,F,Heavyweight,12,M,Submission,"Scarf Hold From Side Control",1,2:18,http://ufcstats.com/fight-details/612333aaff795989
2734,278,"Jacob Montalvo",381,1601,381,3,F,Flyweight,5,M,Submission,"Rear Naked Choke",1,2:17,http://ufcstats.com/fight-details/f3fb4be38377e1e9
2735,278,"Frank Collazo",1398,1022,1398,3,F,Middleweight,10,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/47cabf79c3340581
2736,278,"Kerry Hatley",284,1256,1256,3,F,Bantamweight,6,M,KO/TKO,"Punch to Head At Distance",1,0:38,http://ufcstats.com/fight-details/4eae10815ebe78e3
2737,278,"Herb Dean",3438,1092,1092,3,F,Lightweight,8,M,Submission,"Rear Naked Choke",1,0:38,http://ufcstats.com/fight-details/cbf36e02c68e7719
2738,278,"Frank Collazo",1000,2451,1000,3,F,Lightweight,8,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/9afda67fdb4d7c07
2739,278,"Herb Dean",1528,2586,1528,3,F,Middleweight,10,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/7d26a6b4b6845e1b
2740,278,"Kerry Hatley",1961,879,1961,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/2c8d1f5bb73a812b
2741,278,"Jacob Montalvo",1091,740,1091,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/12bf24fa110513d0
2742,278,"Kerry Hatley",1236,2531,1236,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0dab467898de22c6
2743,278,"Herb Dean",3584,3527,3584,5,F,Featherweight,7,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/46cfb41b00cb5ad8
2744,279,"Mario Yamasaki",4031,3785,4031,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/6445b14dbd24ac25
2745,279,"Chris Tognoni",3120,1137,1137,3,F,Bantamweight,6,M,KO/TKO,"Punch to Head At Distance",1,2:19,http://ufcstats.com/fight-details/c576e311ea337a32
2746,279,"Mario Yamasaki",522,3238,3238,3,F,Middleweight,10,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/2e8058fb2344ae3f
2747,279,"Chris Tognoni",3071,52,3071,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f206143bb9347444
2748,279,"Herb Dean",1060,511,1060,3,F,Bantamweight,6,M,Submission,"Rear Naked Choke",3,1:09,http://ufcstats.com/fight-details/27c34f7a7e1c4d67
2749,279,"Mario Yamasaki",429,900,900,3,F,Bantamweight,6,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/9cba1f0cdf10a8e5
2750,279,"Yves Lavigne",1423,3237,1423,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f560035058bdb18b
2751,279,"Yves Lavigne",3138,818,3138,5,T,"Women's Bantamweight",3,F,KO/TKO,"Punches to Head From Side Control",1,0:16,http://ufcstats.com/fight-details/5da7d95051699adb
2752,279,"Herb Dean",3903,2149,3903,5,T,Middleweight,10,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/f966ed41316504b9
2753,280,"Yves Lavigne",2468,948,2468,3,F,"Catch Weight",,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/e7318f41bce58b8c
2754,280,"Mark Smith",3867,3503,3867,3,F,"Light Heavyweight",11,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/1117f90ee81e0bbf
2755,280,"Yves Lavigne",2252,2924,2252,3,F,Lightweight,8,M,KO/TKO,"Punch to Head At Distance",1,2:21,http://ufcstats.com/fight-details/2f91307892d163ce
2756,280,"Mario Yamasaki",3722,1659,1659,3,F,Bantamweight,6,M,Submission,"Armbar From Mount",3,3:49,http://ufcstats.com/fight-details/8fd355e482806ca7
2757,280,"Herb Dean",3119,2015,2015,3,F,Lightweight,8,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/94371d1af8aab471
2758,280,"Mario Yamasaki",3296,2702,2702,3,F,Flyweight,5,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/de17a01ce8a0c654
2759,280,"Herb Dean",2051,1640,2051,3,F,Heavyweight,12,M,KO/TKO,"Punches to Head From Half Guard",1,3:30,http://ufcstats.com/fight-details/e7081f3a0a982f9d
2760,280,"Yves Lavigne",2070,1322,1322,3,T,Middleweight,10,M,KO/TKO,"Punches to Head From Back Control",1,1:11,http://ufcstats.com/fight-details/14a59abb3160ddaa
2761,280,"Mario Yamasaki",126,3773,126,3,T,"Light Heavyweight",11,M,KO/TKO,"Punches to Head On Ground",1,1:01,http://ufcstats.com/fight-details/8c5785de472dd9b2
2762,280,"Herb Dean",979,2806,979,5,F,Featherweight,7,M,KO/TKO,"Punches to Head From Guard",3,4:16,http://ufcstats.com/fight-details/bdcb43bf1daa790b
2763,281,"Liam Kerrigan",1192,1956,1192,3,F,"Women's Strawweight",1,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/5c30f6535a08d598
2764,281,"Vitor Ribeiro",599,3211,599,3,F,Lightweight,8,M,"TKO - Doctor's Stoppage","Knee Injury",1,5:00,http://ufcstats.com/fight-details/635ee9448fe2ddaf
2765,281,"Liam Kerrigan",3813,3528,3528,3,F,Bantamweight,6,M,KO/TKO,"Punches to Head From Mount",3,3:50,http://ufcstats.com/fight-details/02a183fa803a33fe
2766,281,"Vitor Ribeiro",949,3440,3440,3,F,"Women's Bantamweight",3,F,KO/TKO,"Punch to Body In Clinch",1,2:24,http://ufcstats.com/fight-details/9fc7fcbdb6587265
2767,281,"Dan Miragliotta",3671,1486,3671,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/b0271fa12935bf88
2768,281,"Gasper Oliver",2253,3915,2253,3,F,Featherweight,7,M,KO/TKO,"Punch to Head In Clinch",3,2:08,http://ufcstats.com/fight-details/0dff8509f6a861f1
2769,281,"Keith Peterson",2077,2719,2077,3,F,Flyweight,5,M,KO/TKO,"Punch to Head At Distance",3,4:51,http://ufcstats.com/fight-details/3c06557ddd86f8e8
2770,281,"Gasper Oliver",3182,2917,2917,3,F,Lightweight,8,M,KO/TKO,"Punch to Head At Distance",2,3:27,http://ufcstats.com/fight-details/c1bc2a42652f685c
2771,281,"Dan Miragliotta",3546,2159,3546,3,F,Welterweight,9,M,Submission,"Arm Triangle From Side Control",2,2:12,http://ufcstats.com/fight-details/a822be2a017f329e
2772,281,"Keith Peterson",243,956,243,3,F,Lightweight,8,M,KO/TKO,"Kick to Body At Distance",1,3:06,http://ufcstats.com/fight-details/4e7c06f8b2b8c24b
2773,281,"Dan Miragliotta",603,2386,603,5,F,Lightweight,8,M,KO/TKO,"Kick to Head At Distance",2,3:31,http://ufcstats.com/fight-details/c8998aa536614a5a
2774,282,"Neil Hall",1568,3197,1568,3,F,Flyweight,5,M,Submission,"Rear Naked Choke",1,3:06,http://ufcstats.com/fight-details/e554e9910cb83d49
2775,282,"Marc Goddard",914,1922,1922,3,F,"Light Heavyweight",11,M,KO/TKO,"Punches to Head From Back Control",1,4:57,http://ufcstats.com/fight-details/f6d6b660e1578744
2776,282,"Leon Roberts",3713,3436,3436,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c805552171b20b68
2777,282,"Marc Goddard",2805,1872,2805,3,F,Middleweight,10,M,Submission,"Rear Naked Choke",2,3:33,http://ufcstats.com/fight-details/f3a970c83d8de1db
2778,282,"Neil Hall",3302,1457,3302,3,F,Flyweight,5,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/b2457e9da89967e2
2779,282,"Leon Roberts",1980,858,1980,3,F,"Light Heavyweight",11,M,KO/TKO,"Punch to Head At Distance",1,2:07,http://ufcstats.com/fight-details/85a58685504c63b4
2780,282,"Marc Goddard",2758,1910,2758,3,F,Lightweight,8,M,KO/TKO,"Punches to Head On Ground",2,3:41,http://ufcstats.com/fight-details/611ccad0fc46ba51
2781,282,"Neil Hall",2865,2289,2289,3,F,Flyweight,5,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0836a9bdd8942bb3
2782,282,"Marc Goddard",2582,765,2582,3,F,Welterweight,9,M,Submission,"Rear Naked Choke",2,4:48,http://ufcstats.com/fight-details/ab3820fa9944bd22
2783,282,"Leon Roberts",2312,415,2312,5,F,Featherweight,7,M,KO/TKO,"Punch to Head At Distance",1,4:05,http://ufcstats.com/fight-details/1e603e6aa6d1a750
2784,283,"Jason Herzog",3362,1955,1955,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/55b3724a98c0469c
2785,283,"Mike Beltran",2069,1695,1695,3,F,"Women's Strawweight",1,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f29ba17d818d4fac
2786,283,"Jason Herzog",3508,486,486,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/5da651d5867cbdfe
2787,283,"Mike Beltran",172,,,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f9e672ec431fed3f
2788,283,"Herb Dean",2831,2328,2328,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/35cdd5e50d30f26e
2789,283,"John McCarthy",1873,767,767,3,F,"Light Heavyweight",11,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/2e23e7ab6217c034
2790,283,"Herb Dean",753,2261,2261,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/17dc833cda860933
2791,283,"Herb Dean",3668,1368,1368,3,F,Lightweight,8,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/23124e6f3e7aa37d
2792,283,"John McCarthy",1394,315,315,3,F,Featherweight,7,M,Submission,"Rear Naked Choke",2,2:57,http://ufcstats.com/fight-details/1258b6f1cb5eed64
2793,283,"Herb Dean",1719,2621,1719,3,F,"Light Heavyweight",11,M,KO/TKO,"Punch to Head In Clinch",1,0:44,http://ufcstats.com/fight-details/1f63949591ad61bd
2794,283,"John McCarthy",1988,443,1988,5,F,Welterweight,9,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/677910683d0fd88b
2795,284,"Keith Peterson",3673,3167,3167,3,F,Bantamweight,6,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/99dc6aa635a9cf98
2796,284,"Dan Miragliotta",3894,108,3894,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/49d8fc8e4aee9b51
2797,284,"Kevin MacDonald",2324,2524,2324,3,F,"Women's Bantamweight",3,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/03ba4f9ba7c934ad
2798,284,"Keith Peterson",1142,2188,1142,3,F,Flyweight,5,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/a0e4f43827aa81c4
2799,284,"Kevin MacDonald",3628,2814,3628,3,F,Featherweight,7,M,Submission,"Rear Naked Choke",1,4:27,http://ufcstats.com/fight-details/6989466d287b4a57
2800,284,"Dan Miragliotta",1762,2280,1762,3,F,Heavyweight,12,M,KO/TKO,"Punches to Head From Back Control",3,2:03,http://ufcstats.com/fight-details/2573a9a722f238f4
2801,284,"Keith Peterson",214,1769,1769,3,F,Welterweight,9,M,KO/TKO,"Punch to Head At Distance",1,4:23,http://ufcstats.com/fight-details/5df4632f6238e612
2802,284,"Kevin MacDonald",362,3630,362,3,F,Middleweight,10,M,KO/TKO,"Punch to Head At Distance",2,3:18,http://ufcstats.com/fight-details/852442b380088fa5
2803,284,"Keith Peterson",2282,2789,2789,3,F,Lightweight,8,M,KO/TKO,"Punch to Head At Distance",2,1:35,http://ufcstats.com/fight-details/efa3f3c8945cad0a
2804,284,"Dan Miragliotta",216,3172,216,5,F,"Light Heavyweight",11,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/db209b782f35e0e6
2805,285,"Thomas Fan",2858,944,944,3,F,"Women's Bantamweight",3,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/63e4cd10ed47f1a8
2806,285,"Steve Perceval",4052,3899,3899,3,F,Bantamweight,6,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/fe1130f34dea28d8
2807,285,"Leon Roberts",3872,736,736,3,F,Welterweight,9,M,KO/TKO,"Punches to Head From Side Control
      Submission to Strikes",1,4:50,http://ufcstats.com/fight-details/4de8b5898e1a23c8
2808,285,"John Sharp",853,3257,3257,3,F,Bantamweight,6,M,Submission,"Rear Naked Choke",1,1:06,http://ufcstats.com/fight-details/e5cf527ed3963a0e
2809,285,"Thomas Fan",2396,148,2396,3,F,Welterweight,9,M,KO/TKO,"Punch to Head At Distance",1,4:17,http://ufcstats.com/fight-details/d0ee52e17db605ab
2810,285,"Leon Roberts",3871,2414,3871,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/2d323659e430bc92
2811,285,"Steve Perceval",2609,4003,2609,3,T,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/2c417643d6de6f04
2812,285,"John Sharp",4048,2656,4048,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0067048aaa2aa2da
2813,285,"Leon Roberts",3967,1855,3967,3,F,Welterweight,9,M,KO/TKO,"Punch to Head At Distance",1,1:01,http://ufcstats.com/fight-details/7cde85d46dc0bebe
2814,285,"John Sharp",338,1998,338,5,F,Middleweight,10,M,KO/TKO,"Knee to Head In Clinch",4,0:57,http://ufcstats.com/fight-details/a57b9c636ac198be
2815,286,"Kevin Nix",2996,3204,2996,3,F,Flyweight,5,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/01be9ab42f1fd8e6
2816,286,"John McCarthy",3266,1490,3266,3,F,Welterweight,9,M,Submission,"Omoplata From Bottom Guard",1,2:18,http://ufcstats.com/fight-details/bb9c60bc6924f373
2817,286,"Kevin Nix",2857,1552,1552,3,F,Bantamweight,6,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/b2867869d4eb98ce
2818,286,"Dan Miragliotta",806,2237,806,3,F,Lightweight,8,M,Submission,"Arm Triangle From Side Control",2,3:38,http://ufcstats.com/fight-details/53fe9da9fb8d4f88
2819,286,"John McCarthy",2167,1224,2167,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/954362efa4564d60
2820,286,"Dan Miragliotta",3421,2603,3421,3,F,Featherweight,7,M,Submission,"Rear Naked Choke",1,2:35,http://ufcstats.com/fight-details/e8f6232d12d52b58
2821,286,"Kevin Nix",3817,1995,3817,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/20f0129fc4861674
2822,286,"Dan Miragliotta",1561,678,1561,3,F,"Catch Weight",,M,KO/TKO,"Punches to Head From Back Control",3,3:47,http://ufcstats.com/fight-details/56fbc2a376569c13
2823,286,"John McCarthy",560,2025,2025,3,F,Middleweight,10,M,KO/TKO,"Punch to Head At Distance",2,0:20,http://ufcstats.com/fight-details/735ed861dee80d25
2824,286,"Dan Miragliotta",2930,2342,2342,3,F,Welterweight,9,M,KO/TKO,"Punch to Head At Distance",1,1:12,http://ufcstats.com/fight-details/c7765a3255701267
2825,286,"John McCarthy",1499,916,916,5,F,Lightweight,8,M,KO/TKO,"Punch to Head In Clinch",1,2:31,http://ufcstats.com/fight-details/351532f2fe6804d1
2826,287,"Jason Herzog",3848,569,3848,3,F,Lightweight,8,M,Submission,"Guillotine Choke On Ground",1,1:12,http://ufcstats.com/fight-details/788c4bbf925cdf40
2827,287,"Steven Davis",2898,1435,1435,3,F,Heavyweight,12,M,KO/TKO,"Punches to Body From Half Guard",2,4:17,http://ufcstats.com/fight-details/c303b8a07d0d06d2
2828,287,"Herb Dean",1975,462,462,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/bd83e4a6f216230f
2829,287,"Jason Herzog",2329,1671,2329,3,F,Lightweight,8,M,Submission,"Bulldog Choke In Clinch
      Reverse Bulldog Choke",2,1:54,http://ufcstats.com/fight-details/7cfb05c08ec91525
2830,287,"Herb Dean",2604,1092,1092,3,F,Lightweight,8,M,KO/TKO,"Punch to Head At Distance",2,1:53,http://ufcstats.com/fight-details/1748b2b5aabe23a5
2831,287,"John McCarthy",710,272,710,3,F,"Women's Bantamweight",3,F,KO/TKO,"Punches to Head In Clinch",2,1:56,http://ufcstats.com/fight-details/8452ff5ae6316931
